Author,Quote
Leigh Steinberg,"My grandfather was running Hillcrest Country Club, and that's where a whole group of Hollywood comedians hung out."
Robert McChesney,"So the competition isn't once you got the license, running the station; it's getting the license."
Dannii Minogue,"I had a scene where the chair was meant to slide off the table, but do you think it would slide off? No. We were running out of time and we had to get these scenes done urgently."
Patricia Ireland,Bush's choice of Dick Cheney as his running mate is clear confirmation of the policies he would promote and the nominations he would make to an already closely divided U.S. Supreme Court.
Carol Kane,An actor really suffers when the director isn't prepared because you start running out of time for the shoot and then have to do it fast.
Dennis Banks,"In 1978, the tradition of running from village to village with a message was revived. that first run was from Davis to Los Angeles, a distance of 500 miles."
John Astin,"We are running ourselves into a damaged earth. But I am optimistic. I believe that we can change; we must change. As a human race, we are very young and quite primitive. The sooner we learn the greatness of humanity the better off we will all be."
Donna Rice,"Before the boat docked, however, he confessed because he was contemplating running for president, he couldn't separate from his wife. I believed him when he told me he faced a difficult choice between pursuing personal happiness and his political destiny."
Kenneth Blackwell,I am running for Governor of the great state of Ohio and welcome your support.
Norman Wisdom,I've done seven shows at the Palladium - long running shows I'm talking about.
Sally Ride,"I do a lot of running and hiking, and I also collect stamps - space stamps and Olympics stamps."
Robyn Hitchcock,Promoting a record on a major label is like running a minor military campaign.
Jamie Redknapp,I never got to the point when I felt like running away from it all.
Patrick White,"Probably induced by the asthma, I started reading and writing early on, my literary efforts from the age of about nine running chiefly to poetry and plays."
Carlton Fisk,"And then after that, running around the bases, it was just one of those things. You couldn't believe what happened to you. And I look back on it, it's almost like it happened to somebody else."
William Hurt,I have a film I want to direct. Gena Rowlands was going to do it with me a long time ago. It's about an older woman who's running a ranch in the west the old fashioned way.
Brit Hume,"When you're five years old, and you're running a business that people did not think there was room for, getting attention is not a bad thing. Letting it be known by whatever colorful language is necessary is not a bad thing."
Kate Clinton,As you can imagine I'm disappointed as anything that I was not selected to be the presidential running mate. And I find it continually appalling that it would be a radical thing to have a woman on the ticket.
Roger Bannister,"May is a very early time in the year and the weather is usually bad. You cannot run a fast mile race if there is a strong wind, because it makes your running uneven."
Ed Gillespie,"Well, my wife, Cathy Gillespie, worked for Joe Barton, who was running for Congress in 1984."
Jeremy Rifkin,"I wanted to make sure that this be the first scientific and technology revolution in history in which the public thoroughly discussed all the potential benefits and all the potential harms, in advance of the technology coming online and running its course."
Joe Henderson,A lesser but still fundamental rule of racing is that you properly enter the event. Anyone who doesn't but still insists on running interferes with the paying customers.
Joe Henderson,"When running to fill a time quota, however, the reverse happens. You can't make that time pass any faster by rushing, so you settle into a pace that feels right to you at the moment. Each minute above a quota is a little victory."
Joe Henderson,"Buzz has reduced my range. Running safely with him means using fewer and shorter routes, with multiple laps per day or multiple returns there per week. Neither of us minds repeating ourselves. This is what runners do."
John Thorn,"I think that much of this was running in background as I contemplated whether or not to attend the PS 99 reunion, although I certainly anticipated that I would not; it smelled like death, not youth."
Jack Kingston,"What I would ask the Democrat Party is to put your plan on the table, because most people agree with the facts, and the facts are that Social Security is running out of money."
Rosanna Arquette,In Hollywood there are a lot of very insecure men running the business.
Ian Botham,"I can remember running around at the age of 3, wanting to play golf, cricket and football. I was always active, one way or another, driving my parents mad."
Dennis Hastert,"At the end of the day, my hope is that when the new Medicare- Prescription Drug Law gets up and fully running a lot more seniors will pay a whole lot less than they do today for their much-needed medications."
Robert McChesney,"If you're running for reelection in the House of Representatives race, you know, it's very important to you that you be on fairly good terms with the local affiliates in the largest market in your area. I mean you don't want to antagonize them."
Joe Bob Briggs,"The Italians always made good wine, but you had the impression they were friendly guys in straw hats running family vineyards with slaves or something so that the vino was never more than ten bucks a bottle."
Teri Garr,"Oddly enough, MS has made my life so much better than it was before. I now appreciate what I have and I am not running around like a rat in a maze."
Aldrich Ames,"I saw a limit to what I was giving as kind of a scam I was running on the KGB, by giving them people that I knew were their double agents fed to us."
Donald Pleasence,"I don't really know how many films I've done, and I don't look at this as a race that I necessarily want to win. Nor is it a race that I want to stop running."
Rob Walton,The people that are running the bulk of the comic shops in North America aren't business people and they don't understand sales. They don't understand good product.
Bernadette Peters,"Into The Woods was... a lot of running around in the woods! I can't wait to see the show again. People didn't realize it back then, but kids still come up to me-young people-and they talk about it. It really made its mark."
Mandy Patinkin,"We did a different show every night. We'd open a show, and then two weeks later we'd open the next show. And two weeks later we'd open the third show until we had all eight running. And it was just one of the richest experiences I'd ever had in my theatrical life."
Andy Taylor,"When you are younger, you are running on that pure naive adrenalin, you don't have any real responsibility aside from making sure you get there and play. And there's usually someone there to help you do that!"
Quincy Jones,We spent most of our life almost like street rats just running around the street until we were ten years old.
Howie Mandel,"Everything runs its course. We had told a lot of stories that happened in our life. My kid was getting older, and we were running out of stories to tell."
Eric Heiden,"We used to lift weights a couple of times a week, we did a lot of running. I enjoyed the variety."
Murray Gell-Mann,"What I try to do in the book is to trace the chain of relationships running from elementary particles, fundamental building blocks of matter everywhere in the universe, such as quarks, all the way to complex entities, and in particular complex adaptive system like jaguars."
Juan Marichal,"When he hit a ground ball to you, you knew you had to make a good throw because he was going to be running."
Humphrey Lyttelton,"Well, I had started a program which is even longer running than this one in 1967 which was a jazz program called The Best of Jazz and that still goes out on Monday nights. That's been going for 33 years or something."
Bob Filner,The government gets it right on Head Start. We are providing opportunities for children in underserved areas where parents may not be able to afford preschool so they can begin their schooling with a running or Head Start.
Kenneth Grahame,"The whole wood seemed running now, running hard, hunting, chasing, closing in round something or - somebody? In panic, he began to run too, aimlessly, he knew not whither."
Stephen Hopkins,"I had no special effects, no monsters running around, nothing blew up; those things are all things I've done so many times that they lose their allure after a while."
Mike Weir,"I was not great behind the counter. I had a week off without asking for it. Another time, we had a cart go up in flames, and we went out on another cart, which we wrecked by running it into the cart that was on fire."
Gerald Scarfe,"And when Roger talks about the frightened ones running away from the bombs, I immediately thought of my days when I was young and I had to wear these gas masks."
Michel Patini,"I was playing the best football of my career at the time, finishing top scorer in Italy three year's running. There were other good players around but I think I was the best at that time."
Sarah Sutton,"I got very fit that week with all the running around that we di. I was always last, because I can't run as fast as everyone else. I'm useless at running."
Gwen Ifill,We're not paying attention to the fact that Hillary Clinton is running in 2006. Everyone is looking to her for the future. It's the same with anybody else who's positioning themselves.
Janis Karpinski,"I knew how many MPs I had assigned to the brigade, how many military prison operations I would be running, but we needed to evaluate how many criminal prison operations we could support."
Zola Budd,"Coming from a farming background, I saw nothing out of the ordinary in running barefoot, although it seemed to startle the rest of the athletics world. I have always enjoyed going barefoot and when I was growing up I seldom wore shoes, even when I went into town."
Lexa Doig,The idea of running around and screaming about Jason Voorhees trying to kill you was fun.
Sidney Hillman,"I even believe in helping an employer function more productively. For then, we will have a claim to higher wages, shorter hours, and greater participation in the benefits of running a smooth industrial machine."
John T. Flynn,"At the end of all this, Russia held in her hands a vast belt of land running from the Baltic sea in the north to the Black Sea in the south, comprising eleven nations with a population of 100 million people."
Craig Benson,"I have done things politically, and I've been running a business at the same time, but I sort of joke that to some extent I do more than most legislators have done in their whole careers, and I've been doing it as a part-time job."
Thomas Friedman,"I am hoping, though, that many of them have kids, who, when they have a moment to take a break from their iPods, Internet, or Google, will explain to their parents running the country just how the world is being flattened."
Thomas Dolby,I started looking at small companies that were running a sort of virtual reality cottage industry: I had imagined that I would just put on a helmet and be somewhere else - that's your dream of what it's going to be.
Marcus Allen,It actually took me a year to learn how to play running back - to understand what they were doing defensively and then what our guys were doing every single play.
Marcus Allen,"At USC, if you're running back there, and you do gain you over 1,500 yards, people see you as a candidate, but not one of the top ones."
Robert Scheer,"For example, I spent a lot of time with Reagan, both before he ran for governor and when he was running for president. As a print reporter without the cameras, I was able to really test the quality of their minds and their knowledge base."
Dawn Powell,A novel is like a gland pill - it nips off the cream of my hysterics and gets them running on track in a book where they belong instead of rioting all over my person.
Julian Sands,"Nobody could dissapear to their trailer once it was up and running, you were all there on the same stage. It was 10 days of rehearsal and 10 days of shooting, which was very tiring."
John Motson,Brazil - they're so good it's like they are running round the pitch playing with themselves.
Michael East,I could produce spurts of speed and after taking up athletics I found myself running quite quickly over 400m.
Mike Wilson,"I had no idea until I joined the games industry and met some of the power players, particularly those running large public companies, that much of this world is run by complete clowns."
Stephen Collins,"In Hawaii, we go to this wonderful place, all families. My wife and I go directly from breakfast to a beach chair where we read all day. My daughter goes from water to pool to running around with friends she meets, some of whom are regulars there."
Tom Berenger,"Every other movie is one of those action things. I mean, 'Lost in Space'? A bunch of good actors running around shooting at special effects on a soundstage? I took my kids to see that and felt like I was on an acid trip."
Tina Weymouth,"I have respect for those who make money at art and do it well and smartly, because that commercial aspect keeps the world going and running, in a sense."
Dan Fouts,"People ask me who he reminds me of. The way he's playing, I'd say he doesn't remind me of anybody. I've never seen anybody - running back, quarterback, wide receiver - make the plays that Vince Young made today."
Ethel Merman,My career at Warner Brothers consisted of one musical short subject. I was running around in a bear skin. Very chic.
Jamie Zawinski,"Mostly I use the O2 as an X terminal, however, running my apps on Linux and displaying remotely."
Jim Cantalupo,"When you raise prices, you've got to make sure you get it to the bottom line. You can fritter it away because of the way you're running the business, with maybe not a totally disciplined approach."
Bruce Nauman,"But if you can find that spot - I suppose it's like running - I used to be a swimmer and swim laps, and you just have to be there with what you're doing."
Jonah Lomu,"I was this guy who'd been racing around down there, on that field in 1999, running straight over people, scoring tries, winning games, having fun. And I ended up so sick I couldn't even run past a little baby."
Grete Waitz,The worst injury I ever had was a stress fracture from running.
John W. Snow,"Well, the U.S. is running a current account deficit; we are creating lots of investment opportunities in the United States that exceed our own domestic savings rates, so the issue here is to encourage higher savings rates in the United States."
Wietse Venema,Postfix keeps running even if one Postfix process dies; Windows requires that someone restarts the service.
Mark Shields,John McCain has become the de facto running mate of George W. Bush.
Mary Hunter Austin,"To underestimate one's thirst, to pass a given landmark to the right or left, to find a dry spring where one looked for running water - there is no help for any of these things."
Trisha Goddard,I'll get up in the morning while they've all got hangovers and run my 5 miles. But the women who do run are usually 10 years younger than me and they're really obsessed about running. That's all they do. They're really boring.
Lexa Doig,"It's a dream part, running around with guns, being an agent."
Richard O'Brien,With the film around for 25 years and the show being around even longer - still running and continuing to fill house all around the word - it's really an exciting and wonderful thing to be part of that.
Lester Bangs,"Most of them are pretty down records, pretty unhappy, pretty confused. Which only reflects how people in general were feeling, I mean really the sense that you get is society running down."
Don Nelson,"I'm a running coach and I am going to continue to run, but I would hope that we are better defensively."
Christy Romano,"And after I make a lot of money, I'll be able to afford running for office."
Sam Donaldson,"My mother gave me a push. If I hadn't had her, maybe I wouldn't have had the push. If I hadn't gone to military school, maybe I wouldn't have decided to get with the program. Maybe I'd be running a bulldozer, rather than going on and doing something more."
Marcus Allen,"I was saying earlier that it's really strange - you can almost step outside yourself and observe yourself running, and that's what I was doing."
Robert Scheer,"It had run as a column - I had worked at the paper since 1976, but the column had been running for 13 years, and I think it was a strong column, criticizing the war when the paper was supporting it."
John Badham,"One thing I was thinking about the other day was you can't even conceive of the kinds of things you can do in movies today. The idea that you could draw, in a computer, dinosaurs and have them running around was totally impossible."
Diane Cilento,"You never came home for lunch: you just stayed doing, playing, having fun, surfing, running round."
James T. Walsh,"For far too long, the people of Northern Ireland have been denied an equal voice and equal representation in government. It is time for the Assembly and Executive to be up and running and the people's business to be addressed."
Karl Philipp Moritz,"You see in the streets of London, great and little boys running about in long blue coats, which, like robes, reach quite down to the feet, and little white bands, such as the clergy wear."
Marc Ribot,"Influence, people think about it as someone you like but influence is also what you're revolted by. In fact, often it's what you're running away from."
Tina Yothers,I don't need the fame right now; I'm not running from the law.
David Antin,The self is an oral society in which the present is constantly running a dialogue with the past and the future inside of one skin.
Frank Shorter,"Experience has taught me how important it is to just keep going, focusing on running fast and relaxed. Eventually it passes and the flow returns. It's part of racing."
Frank Shorter,I plan to be running as long as I can and have no plans to stop.
Frank Shorter,"Right now, after having had back surgery, I am finally back to running again."
Frank Shorter,Running with others can help get you out when you might otherwise blow it off.
Sally Quinn,"The first term of the Clinton administration was very jolly. Everybody was running around meeting people and of course, in the second term, everyone went down the black hole, which also happened at the end of the Reagan administration."
Jimmy Fallon,"The running across the field thing, that was the first scene we shot in the movie. We asked the audience to stay for the scene, and 37,000 people stayed."
Shannon Miller,I'm a competitor. I really enjoyed the race more than just going out and running to run.
Penelope Spheeris,"In other countries, it's a common thing to have outcast children running around the streets in packs, and I don't think we're so far away from it here."
Stuart Symington,Later the Administration wanted me to actually sell all remaining surplus by running the War Assets Corporation. I said I couldn't do it without some shoe leather.
Alan Dundes,"The class has become over the years fairly large, running to three hundred or more, but I always insist upon reading all the student folklore collections myself. Although this is a tall order, I look forward to it because I learn so much from it."
Matt Groening,We've been running a little behind schedule. But only by about 15 years or so.
Herb Elliott,The greatest stimulator of my running career was fear.
Anita Loos,I always think that the most delightful thing about traveling is to always be running into Americans and to always feel at home.
Arvid Carlsson,"Fluorine has a protecting action against caries, but this is a local effect. If you drink it, you are running the risk of all kinds of toxic actions."
Ryan Cabrera,Running with the wrong crowd will never help you.
Rudy Giuliani,"What we can borrow from Ronald Reagan... is that great sense of optimism. He led by building on the strengths of America, not running America down."
Joseph Epstein,The pleasure of jogging and running is rather like that of wearing a fur coat in Texas in August: the true joy comes in being able to take the damn thing off.
Cindy Sheehan,If we stick together as an American people we can bring down the war criminals that are running our country right now.
John Harrison,I didn't feel that running away would change anything but when the roof of the garage started coming off I thought it was time to go.
Max Cleland,We are running out of time. We need a strategy to win in Iraq or an exit strategy to leave.
Lesley Stahl,I thought administration was the running of the office. The Xerox machine. Paying bills.
Ron Dellums,"If Ron Dellums running for mayor gives you hope, then let's get on with it."
Amanda Holden,"I didn't go nightclubbing much as a teenager in Bournemouth because my friends and I didn't have the money - but we spent a lot of time on the beach, having barbecues, and running into the sea in the middle of the night."
Christopher Meloni,"I love my lifestyle now, but at the end of nine months, you're toast. You are toast. It's like running a marathon. You can't think while you're doing it. Especially when different directors come in who are not part of the posse, the circle."
Ann Coulter,"Why couldn't Obama have picked somebody respectable as his running mate, you know, like John Kerry did?"
Debi Mazar,"I grew up on food stamps. I come from a very humble background. And I've had many friends that have been destitute - you know, running into trouble - and places like The Midnight Mission have given them hope and have fed them and gotten them back on the right path."
Howie Carr,"I think among the retired FBI agents there are some who would not like to see him come back, but I think the people running the FBI now are interested in catching him."
Scott Stapp,"And it took me, since I was 17 and left home, running from God, to now, as a 30-year-old man, when I honestly feel like I've come full circle and my heart's finally in the right place."
Peter Hain,"The big missing part of the jig-saw is to get the assembly back up and running here in Northern Ireland, to get shared government back in business, that is my objective, and we await the IRA statement to see if this will trigger a new dawn."
Anatoly Karpov,"The priority must be the unification of the world titles to straighten things out. But we should not wait that long anymore to change the situation, because we are running out of time."
Frank Shorter,"As I've been able to once again gain the benefits of speed work, I'm enjoying my running more and more."
Frank Shorter,I also held several masters running titles.
Frank Shorter,"I started in law school in '71 and graduated in '74. So I was training for the Olympics, running or averaging around 20 miles a day and going to law school full time."
Jeremy Bulloch,"Other projects later this year, but I think it's going to be a very very busy year this year with Star Wars and the re-release, so I'm sort of running about going backwards and forwards to America, Japan, Mexico. So there will be a lot of things to do."
Carmen Electra,"If you think about it now, it's kind of ridiculous. All these hot girls on Baywatch in tiny little red bathing suits running around saving lives."
Shannon Miller,"I thought about running a marathon a long time ago, but I'm just not a runner."
James Sinegal,We would rather have our employees running our business.
Larry Wall,I still drive my 1977 Honda Accord. The paint is almost all worn off. It's still running.
Paul Tsongas,"In this era of the global village, the tide of democracy is running. And it will not cease, not in China, not in South Africa, not in any corner of this earth, where the simple idea of democracy and freedom has taken root."
Melissa Joan Hart,"I'm calling from my car, I'm sorry, I'm like running around like crazy."
Victoria Beckham,I keep fit by running after my three boys all day.
Jerome Corsi,Howard Phillips of the Constitution Party asked me to consider seriously running for president in 2008 and I am doing so.
Orlando Bloom,"When I was nine, I had this girlfriend and we used to have running races in the park. I wanted to be like Superman and fly in and rescue her."
Robert Novak,The whole new Democratic Party is the old Republican Party. We have a whole bunch of elephants running around in donkey's clothes.
Dirk Bogarde,"The kind of acting I used to enjoy no longer exists because your prime consideration is the budget, running time, the cost - and whether they'll understand it in Milwaukee."
Shaun Alexander,"I am a better running back every time I step on the field. I try to get better each game, each summer, each season."
Richard M. Nixon,"I don't think that a leader can control, to any great extent, his destiny. Very seldom can he step in and change the situation if the forces of history are running in another direction."
Zack Space,I'm running because we need change.
Jeb Bush,Apparently there are some Democratic leaders in the Senate that are running for office who now believe in tax cuts.
Kathleen Blanco,"When your whole system, your whole civilized system goes down, this is pretty much what you get left with. We have no communications, no running water, no electricity, no real help."
Paula Radcliffe,It's totally different from last year because I came in with good shape with no health worries so it was about going out there and running well and enjoying it.
Zahi Hawass,I am damn good. I am doing all this for Egypt and nothing else. I reject 70 per cent of media interviews while these people who accuse me are running after them.
Rudy Giuliani,"In choosing Governor Sarah Palin as his running mate, John McCain has chosen for the future."
Douglas Coupland,Earth was not built for six billion people all running around and being passionate about things. The world was built for about two million people foraging for roots and grubs.
Mark Zuckerberg,We're running the company to serve more people.
Darren Aronofsky,"These wrestlers aren't organized. They have no union, no pension and no insurance. You meet wrestler after wrestler who sold out Madison Square Garden ten years ago, basically running on fumes today. There's a lot of drama there."
Herman Cain,The past several months I have been able to meet with people across this country. One thing is clear: America craves for real solutions to the problems we face. That's why I'm running for President of the United States.
Paul Ryan,"If you're running for president, you've got to do a lot of things to line up a candidacy. I've not done any of those things. It's not my plan. My plan is to be a good chairman of the House Budget Committee and fight for the fiscal sanity of this nation."
Rick Perry,"I didn't say I was running, did I?"
Michelle Obama,"See, that's why Barack's running: to end the war in Iraq responsibly - to build an economy that lifts every family, to make sure health care is available for every American - and to make sure that every child in this nation has a world-class education all the way from preschool to college."
Fiona Shaw,"I'm not on the run from anything and I'm not at all clear about what I'm running towards. But as some great writer put it, I want to be certain that when I arrive at death, I'm totally exhausted."
Harry Melling,I do look a bit different because Dudley was a very piggish character and about three years ago I lost quite a considerable amount of weight. It means that I can lead a normal life without the baggage of people running after me and shouting things at me.
Stephen Harper,We're not going to scrap the budget and make up some totally new platform the day after the election. So it's certainly willingness to compromise but we're not going back on the fundamental things we're running on in this campaign.
John Prescott,"All I could feel was this warm liquid running down my neck. You automatically think it's blood, it's all in split seconds, so I decided to say I didn't agree with him."
Marco Rubio,"If I were running to be somebody, there are a lot of easier sombodies to be. After all, running against the incumbent governor of your own party in your home state is not the next logical step in a political life."
David Plouffe,"This is a basic function of Congress to keep the government running. And so, what we ought not to do is play politics with those who have been affected by disasters."
Herman Cain,"African-Americans have been brainwashed into not being open-minded, not even considering a conservative point of view. I have received some of that same vitriol simply because I am running for the Republican nomination as a conservative. So it's just brainwashing and people not being open-minded, pure and simple."
Dan Wheldon,"The last thing I want my child to see is Dad running around in the middle of the pack. That would really upset me. And that would upset him. I would be embarrassed to take him to school with kids saying, 'Hey, how'd your dad do this weekend?' 'Well, he finished fifth or sixth'."
Carol Alt,"There was really no friendship in modeling, though a certain amount of warmth comes from running into models you know on shoots, because you end up in so many unfamiliar places, from Alaska to Africa."
Brian Bosworth,"I'd like to improve on running plays. I want to see if I can hurt some more people. To me, I don't think I'm out there hurting enough people."
Earl Campbell,Emmitt Smith is a great running back. One of the things I like about him along with Edgerrin James is that neither one of them 'show out' when they run a touchdown.
Earl Campbell,"My running style was kind of just head-on, because I couldn't dance."
Peter Facinelli,"There were days when I was literally running for hours in the forest and then I'd jump on a plane and then I'd be on the 'Nurse Jackie' set. I was going from Vancouver to New York every three days. For me, it was really invigorating."
America Ferrera,I don't think running for office is anything I'm prepared for or could even prepare myself for.
Jill Hennessy,"Running - and yoga, too - is my sanity and my saviour. It's just finding the time to do it!"
Carol Vorderman,"I was away a lot on 'Countdown' when the children were young and I couldn't have done it without Mum's help. Because she was at home running all of that, I never had to worry about them."
Sean Astin,A paparazzo once jumped out of a car and started running backward with me. I slowed down out of courtesy because she started drifting into the street. I reached out my hand and moved her back so she didn't get hit by a bus.
Johnny Knoxville,"I'm not out running around all the time. I'm not partying constantly and constantly battling myself. I'm with someone, and we are very, very happy."
Nicolas Sarkozy,"In a presidential campaign, you can't lie. You can't hide what you are and what you want. You can't hide what kind of President you'll be. You can't keep on talking about nothing indefinitely and committing to nothing, you can't keep running away from debate, masking the challenges."
Marcia Cross,"I like bringing the girls on set, but if I can't do that then the next day I feel I have to be uber-mum to make up for it. Then I'm exhausted and feel like I'm running in fumes."
Allyson Felix,I spend around two and half hours on the track every day running and another 2 hours in the weight room lifting weights with my strength coach.
Tyson Gay,"When I grew up Carl Lewis was still running, Maurice Greene was running - he was that figure I see, like Michael Johnson. I really wanted to look up to the fast guys - so those two guys were some of the guys I looked up to."
Alicia Sacramone,"I was terrified of vault, like literally I hated it. I had a fear of running as fast as I could at a solid object, which is I think a normal fear to have because nobody would really want to do that. Once I got over the fear of running into the table I just kind of relaxed and now it's like autopilot. I love it."
Paula Radcliffe,I have always run as hard as I can. You are not going to run any harder with or without men. You are running on your own two feet.
Gary Johnson,"It is clear from the reaction to our campaign so far that our message is resonating. I look forward to continuing to take this message to all Americans, and showing them that I can be as successful running the country as I was running the state of New Mexico."
Paul Ryan,"This is a government takeover of our healthcare system. It is the government basically running the entire healthcare system, turning large insurers into de facto public utilities, depriving people of choice, depriving people of options, raising people's prices, raising taxes when we need new jobs."
Rick Perry,"I grew up in a house with no running water, 16 miles from the closest place that had a post office. I had a very parochial view of the world."
Mitt Romney,"The principles that made this nation a great and powerful leader of the world, have not lost their meaning. They never will. We know we can bring this country back. I'm Mitt Romney. I believe in America. And I'm running for president of the United States."
Marco Rubio,I feel bad for the kids that are in school right now and the young people all across America who don't realize that the grownups who are supposed to be running this country are the verge of leaving them as the first generation of Americans worse off than the generation before.
Brendan Gleeson,"Everyone's waiting for the seventh book, and looking at each other saying, 'Oh, I wonder will I be in the running?"
Harriet Harman,"In a country where women regard themselves as equal, they are not prepared to see men running the show themselves."
Marco Rubio,"I always tell people I'm running against two Democrats, one that admits it and one that does not."
Christina Hendricks,"I met a lot of young girls modelling and they were like, 'Oh, I'm running around town and people are taking my picture', while I was saving receipts and learning how to be self-employed."
Herman Cain,The thing that differs me from a lot of other people running for the President of the United States is that I focus on the problem first. Then I focus on what the solution is.
Herman Cain,"Chris Christie has been saying for a long time he's not interested in running. The media is trying to create a story by sucking Chris Christie into race, just like they made a story by sucking Rick Perry into the race."
Herman Cain,"One of the questions that I often get is, 'Why are you running to be President?'. To Be President! What did I miss? I'm not running to go to Disneyland."
Mitt Romney,I went to Massachusetts to make a difference. I didn't go there to begin a political career running time and time again. I made a difference. I put in place the things I wanted to do.
Marc Andreessen,"In 2000, when my partner Ben Horowitz was CEO of the first cloud computing company, Loudcloud, the cost of a customer running a basic Internet application was approximately $150,000 a month."
Brian Bosworth,"If you can miss getting up in the morning and running into a wall, I miss playing football. I'll never be a frustrated athlete."
Shaun Alexander,To be the highest-paid running back ever is quite an honor.
Antonio Davis,I've been shooting the ball and running a little bit. It's just going out here now and forgetting that I've been out and try to get back in and make sure I know what's going on out there on the floor and that we're just not lost as a team.
Carol Vorderman,The photoshoot glitz and TV studio make-up isn't the real me. I spend most days at home in Bristol in jeans and a T-shirt running around after the kids or shopping in the Co-op.
Jill Hennessy,Running gives you a great opportunity to work stuff out in your head.
Carolyn Murphy,"I love physical sunblocks with zinc. When I used to surf, I'd sometimes tuck a bottle of sunscreen into my wet suit sleeve - when you're in the water having a great time, you're not thinking about running out to put on more sunblock."
Kathleen Robertson,You never know what you're getting into like some of the best experiences I've ever had have been movies that literally had a million dollar budget and everybody's eating Cheetos all day and running around without permits and trying not to get caught.
Michael Chang,"It's like one of those dreams you have when someone is chasing you. You're running as fast as you can, and someone's trotting behind you, just out of range, trying to grab onto you."
Regina King,"I never really loved school through junior high, but then I started running track my freshman year, and I was just like, 'Wow, this is cool!'"
Nicolas Sarkozy,The French people need to have all the facts so they can choose. And I won't be running away from it or hiding from it.
Liu Xiang,"Things are better now that the attention has subsided a bit, and I'm happier. Now I can concentrate on what I'm supposed to do, that is, training and running. Despite everything that's happened, I feel like I'm still the same person."
Heather O'Reilly,"At least for soccer players, it comes down to a blend of two types of fitness - your base endurance, which comes from longer distance running, and your speed, which comes from sprint-based workouts."
Emma Thompson,"The only way you can have it all is by delegating all the running of the home to other people - which I don't ever want to do... So you do it yourself, and it takes time and energy and effort. And if you give it the time, it's profoundly enjoyable."
Martin Lel,"My cousin Simon Bor, the champion of Los Angeles, convinced me to concentrate on running."
Haile Gebrselassie,I love running and I will always run.
Haile Gebrselassie,"I always tell young athletes the same thing, 'Wherever you go, whatever you do, what must your top priority be? Running.'"
Olivia Munn,"I hate running. I know I'm curvier - I know I'm small, but I'm not ripped. But I make a choice to be that way. I realize my arms aren't as toned as Halle Berry's but I don't want them to be."
Haile Gebrselassie,My father didn't think running was sensible. He told me running is just wasting time.
Mike Shinoda,"I remember being a little kid sitting in the living room with my brother and some friends from around the neighborhood, and I would sit at the piano and as they were running around the room doing different things and being silly, acting out, I would actually play the score for it - the music that went along with it."
Maurice Greene,"I love running in Europe, man, running at places like Zurich and Crystal Palace where the crowd is so knowledgeable and appreciative."
James Sinegal,I think that most of the people running companies today are motivated and pay is a small portion of the motivation.
Marco Rubio,"It's impossible to walk a block in Miami, in Los Angeles, San Antonio without running into someone who is being deeply impacted by a broken legal immigration system."
Paula Radcliffe,"I have always loved running on the roads, ever since I used to take part in relays for my club when I was 12 and 13. I felt really at home on the surface."
Tom Brady,"When you have two busy kids running around the house, returning e-mails is a task, let alone surfing the web."
Ian Somerhalder,"I'm never running for office. I love being able to speak to members of Congress or members of the Senate and floating on either side, because it takes all of us. It's going to take both of them."
Lori Greiner,"I think running a business, doing what I've done for the last - since 1996, has taught me so many things because I started from just an idea and then had to figure out how to make it, market it, every single thing from soup to nuts on how to get a product done and out there."
Rachel Stevens,"I never really hated any particular sport but out of all the sports, I used to prefer the team games to running and sprinting and those types of things."
Jonah Goldberg,"And it's the President of the United States who said he wasn't going to spike the football and all this, we shouldn't gloat about it, running campaign ads, gloating about it and saying the other guy isn't good enough to do the tough things that I did, which I think is, one reprehensible."
Donovan Bailey,"In running, I can internalize that intensity. I can handle it because it's me and I'm coming back in the next race. I'm always ready for the next race."
David Walliams,"I was quite fat as a kid. And swimming is a sport you can enjoy whatever size you are. If you're fat, running is a pain. I'm not really built for running."
Craig Ferguson,"I've been running my whole life. Running into bars, running around the world. But when you have a child, you can't run. That was a revelation."
Cynthia Nixon,I think my least healthy habit is running around too much. And I think I'm getting better about it as I'm getting older.
Maria Bello,I remember listening to 'Maniac' and running around and thinking I'm going to be somebody someday.
Bob Corker,I was embarrassed when I went and told my parents that I was thinking about running for public office.
Marco Rubio,"The reason why I'm here today is to explain why I am running and what I will do if you give me the honor and the privilege of representing you in the United States Senate. Now I'm running for the United State Senate for a simple reason, and that is... I want to win a Nobel Peace prize."
Randy Quaid,"When I was a kid and the carnival would come to the shopping centre, I'd go down and talk to all the people running the rides. I like that whole lifestyle, moving from town to town in a nomadic existence."
Ronnie Lott,"If I was going to play offense, I'd love to play running back. In high school I played quarterback and wide receiver, but I wouldn't mind running over some folks."
Ashton Eaton,That is when the crowd really lifted me. That last 600 meters I was not running with my own legs. It was incredible.
Haile Gebrselassie,I want to avoid injuries by running only road.
Maurice Greene,You have to know this: running a 100m race is an intense experience. You have a lot of emotion at the end of the race. It is not easy to control that when you win.
Mark Hyman,Through my work and travels I have been lucky enough to have been exposed to various eclectic cuisine running the gamut from small local cafes to iconic five-star restaurants.
Prince William,When I was younger and my parents used to always slap my hand if I was picking my nose or if I was running around screaming I was told to shut up.
Shawn Ryan,"One of the tricky things about running a TV show is that you just never know how good the guest stars you cast on a weekly basis, how good they're going to be in the episode. Sometimes they surprise you in good ways and sometimes they surprise you in disappointing ways."
